customer_id,name,age,gender,marital_status,income,employment_type,loan_purpose
95667,Steven Bray,23,Male,Single,89589.63,Unemployed,Personal
90003,Emily Patton,32,Other,Single,43925.3,Salaried,Medical
59195,Victoria Smith,21,Female,Divorced,54817.28,Salaried,Car
48085,Rebecca Williams,64,Male,Single,64093.96,Unemployed,Education
34761,Shane Walsh,25,Other,Single,26930.69,Retired,Car
41469,Karen Howard,50,Male,Widowed,37590.1,Salaried,Business
73459,Alicia Jacobs,50,Male,Single,74722.47,Self-Employed,Car
66684,John Davis,37,Female,Married,46627.57,Retired,Car
67418,Michael Wright,43,Male,Single,64980.05,Salaried,Business
49833,John Garcia,35,Other,Divorced,43197.97,Unemployed,Medical
37145,Kara Bradley,57,Other,Divorced,48574.11,Retired,Business
71494,Shirley Smith,41,Female,Married,76778.85,Salaried,Home
68208,Dana Cantu,34,Male,Divorced,56562.68,Unemployed,Car
36859,Patricia Dorsey,22,Other,Divorced,44827.28,Retired,Car
82332,Darrell Campos,31,Male,Widowed,39749.55,Self-Employed,Medical
25166,Paul Mitchell,59,Male,Married,41121.87,Retired,Education
24465,Tim Schneider,58,Male,Widowed,68623.4,Self-Employed,Business
97325,Caleb Mclaughlin,54,Female,Widowed,61482.47,Retired,Education
96298,David Spencer,58,Male,Single,32769.85,Unemployed,Home
40993,April Gallagher,54,Other,Married,51307.68,Self-Employed,Business
51398,Kevin Bowman,38,Male,Single,48997.75,Self-Employed,Home
84143,Jordan Campbell,50,Other,Single,54741.39,Retired,Home
75728,Christina Moore,35,Male,Widowed,40946.43,Salaried,Home
11050,Mary Simmons,47,Other,Divorced,66467.08,Self-Employed,Personal
79610,Heather Newman,54,Other,Married,49979.91,Retired,Business
60164,Jason Davis MD,58,Male,Divorced,55601.55,Unemployed,Business
24233,Brandon Peterson,53,Male,Widowed,38229.65,Retired,Personal
42299,Sara Ruiz,44,Other,Widowed,38985.3,Retired,Medical
49893,Sarah Harris,35,Female,Widowed,89862.67,Self-Employed,Personal
22151,John Leon,50,Male,Widowed,77001.2,Salaried,Car
26154,Kayla Peck,62,Female,Widowed,48954.78,Unemployed,Education
45422,Amber Hart,37,Male,Widowed,72995.06,Self-Employed,Education
71092,Benjamin Ingram,25,Male,Divorced,68191.06,Self-Employed,Home
25566,Kevin Shannon,49,Male,Single,40621.83,Self-Employed,Business
25544,Mitchell Kelly,24,Male,Divorced,39126,Unemployed,Business
79336,Greg Bender,30,Female,Married,60030.15,Salaried,Home
74465,Rachel Garcia,37,Male,Divorced,53900.91,Unemployed,Car
74310,Timothy Hooper,30,Other,Widowed,43969.93,Unemployed,Education
81910,Mr. Maurice Johnson,37,Other,Divorced,60818.4,Salaried,Personal
91733,Michael Parker,40,Female,Single,28362.76,Unemployed,Medical
33599,Tammy Olson,44,Male,Married,51725.02,Retired,Car
98680,Tonya Hill,25,Other,Divorced,31416.15,Unemployed,Business
49937,Laura Graves DDS,54,Female,Single,31910.13,Self-Employed,Home
47001,Karen Fields,26,Male,Divorced,39398.53,Unemployed,Education
15421,Jennifer Crawford,22,Other,Married,55449.31,Self-Employed,Home
27389,Lisa Wheeler,33,Other,Divorced,39871.44,Unemployed,Business
53224,Jessica Luna,63,Female,Widowed,31728.37,Self-Employed,Home
94640,Maurice Gonzalez,63,Male,Divorced,57158.74,Self-Employed,Personal
45233,Angel Rush,31,Male,Single,72391.21,Self-Employed,Education
53486,Robert James,43,Other,Divorced,59582.76,Salaried,Home
11728,Monica Boyer,36,Other,Single,77026.98,Unemployed,Education
19526,Donald Brown,51,Other,Married,71137.68,Unemployed,Home
74460,Rhonda Hale,31,Male,Divorced,42688.58,Retired,Home
24564,Robert Reed,36,Female,Married,59482.4,Retired,Education
88435,Anthony Reynolds,28,Female,Married,48625.54,Retired,Personal
55419,Kenneth Martinez,24,Male,Divorced,65931.5,Unemployed,Home
77419,Maurice Burnett,60,Female,Single,48622.83,Salaried,Personal
92266,Angela Wilson,24,Other,Married,38169.55,Self-Employed,Car
80578,Norman James PhD,45,Female,Married,70601.09,Unemployed,Medical
10897,Ashley Wade,23,Female,Divorced,54766.93,Salaried,Car
56889,Amy Richard,52,Female,Divorced,40047.05,Salaried,Medical
89284,Brittany Perez,23,Other,Divorced,42519.11,Unemployed,Car
70142,Christina Martin,47,Male,Divorced,39951.19,Self-Employed,Medical
28360,Gregory Miller,49,Other,Divorced,34973.79,Salaried,Home
16301,Anthony Clay,52,Male,Widowed,42837.27,Unemployed,Education
35757,Norma Hancock,39,Male,Divorced,55595.32,Self-Employed,Education
35823,Donald Simmons,41,Male,Single,50960.91,Retired,Business
17890,John Rice,25,Female,Married,43426.75,Salaried,Medical
47874,Jeremiah Owen,38,Female,Single,72432.61,Salaried,Business
23309,Teresa Watson,48,Male,Single,19840.5,Unemployed,Personal
56276,Stephen Spears,62,Male,Widowed,54592.04,Unemployed,Personal
47509,Tommy Brown,42,Female,Divorced,47858.61,Self-Employed,Business
53095,Robert Hughes,41,Other,Married,35447.28,Retired,Medical
11587,Elizabeth Thomas,26,Male,Single,55466.82,Retired,Education
83610,Jesse Oliver,21,Other,Divorced,46703.78,Unemployed,Medical
17659,Michael Carpenter,25,Female,Divorced,68706.1,Unemployed,Personal
86243,Raven Vega,61,Male,Widowed,63020.98,Self-Employed,Home
47556,Amber Moore,32,Other,Widowed,78591.96,Unemployed,Business
84835,Michael Delacruz,46,Other,Widowed,42750.23,Self-Employed,Business
14581,Brian Clark,54,Other,Married,70948.32,Self-Employed,Personal
55086,Linda Jarvis,34,Female,Single,32512.18,Retired,Medical
82280,Austin Holloway,46,Female,Widowed,48340.45,Self-Employed,Business
51462,Jonathan Richmond,47,Other,Widowed,43021.29,Retired,Education
15646,Carolyn Roberts,29,Other,Widowed,59036.68,Retired,Business
20231,Jessica Moss,46,Female,Single,58674.14,Retired,Medical
18356,Ricky Gould,42,Other,Single,36490.71,Unemployed,Personal
22000,James Burns,50,Other,Widowed,59872.88,Retired,Education
11284,James Lee,63,Female,Widowed,44292.66,Self-Employed,Education
98388,Manuel Fox,37,Other,Divorced,37748.04,Unemployed,Business
73578,Shelly Campbell,46,Other,Widowed,49823.28,Self-Employed,Medical
82457,David Hudson,56,Other,Married,27847.34,Unemployed,Business
39774,Charles Ford,21,Female,Married,63969.6,Self-Employed,Home
92476,Rebecca Rowe,28,Other,Widowed,49165.69,Salaried,Personal
27489,Steve Santiago,55,Female,Single,49493.82,Salaried,Home
77644,Bradley Thornton,35,Female,Divorced,48692.5,Salaried,Education
31330,Sarah Pollard,42,Male,Single,74702.75,Self-Employed,Business
80095,Anthony Williams,34,Male,Widowed,72783.17,Unemployed,Home
85974,Stephen Phillips,46,Other,Married,70261.42,Retired,Car
48470,Michael Sims,48,Female,Divorced,48724.38,Retired,Home
85759,Eric Gonzales,43,Male,Single,33265.63,Self-Employed,Business
15224,Todd Wallace,34,Other,Single,49760.31,Self-Employed,Business
91677,Willie Bradshaw,44,Male,Widowed,54716.01,Self-Employed,Personal
36467,Robert Washington,22,Male,Divorced,62189.15,Self-Employed,Home
74448,Edward Lopez,46,Female,Married,54667.74,Retired,Business
99976,Kelly Walker,34,Female,Widowed,34602.59,Unemployed,Business
89522,Preston Hebert,27,Male,Divorced,41968.77,Retired,Personal
34956,Ashley Rocha,23,Male,Single,40607.95,Self-Employed,Personal
95432,Heather Caldwell,43,Female,Widowed,58085.8,Salaried,Personal
54779,John Sanders,63,Other,Single,58453.96,Retired,Personal
43210,Kenneth Lopez DDS,38,Female,Single,60419.48,Salaried,Car
83447,Jason Williams,58,Male,Widowed,54515.54,Salaried,Education
30550,Matthew Stewart,55,Other,Widowed,19112.01,Self-Employed,Business
78439,Keith Kaufman,35,Male,Widowed,24112.1,Retired,Medical
40140,Morgan Snow,45,Other,Widowed,47897.19,Unemployed,Personal
31249,Gerald Delacruz,57,Male,Widowed,51471.17,Retired,Education
83620,Jessica Hatfield,48,Other,Single,68804.98,Unemployed,Personal
93364,Michael Collins,30,Other,Married,51166.93,Unemployed,Education
25994,Audrey Robertson,59,Male,Married,35360.76,Self-Employed,Medical
44388,Nicholas Cherry,37,Other,Widowed,59932.47,Unemployed,Home
77480,Mark Taylor,59,Female,Single,49741.22,Retired,Car
48862,James Sanchez,42,Male,Married,43969.18,Retired,Business
78013,David Pacheco,46,Female,Married,25781.01,Salaried,Home
50065,John King,64,Male,Married,51277.81,Unemployed,Medical
80829,Annette Orr,45,Other,Single,53432.27,Self-Employed,Car
13771,Luis Hill,37,Other,Widowed,35057.81,Self-Employed,Car
20667,Jennifer Kramer,33,Other,Widowed,61165.37,Retired,Car
30061,Cathy Lopez,40,Male,Widowed,59821.95,Unemployed,Medical
29468,Chelsea Stokes,45,Female,Divorced,50733.69,Self-Employed,Personal
36272,Emily Schultz,24,Female,Divorced,50175.84,Unemployed,Personal
65697,Mrs. Lauren Dunn,30,Male,Divorced,64190.57,Unemployed,Personal
28109,Jacob Evans,23,Male,Single,55512.96,Salaried,Home
50439,Ryan White,61,Female,Married,39466.17,Self-Employed,Business
29173,Zachary Torres,38,Female,Married,47035.28,Salaried,Car
72075,Susan Johnston,56,Female,Single,58352.74,Self-Employed,Car
26817,Blake Wong,42,Female,Single,19515.19,Unemployed,Home
82149,Nancy Bryant,54,Male,Widowed,36027.11,Self-Employed,Personal
92381,April Hubbard,28,Male,Widowed,60232.06,Retired,Car
11523,Jennifer Allen,60,Other,Divorced,68133.16,Unemployed,Car
53564,Grant Walker,64,Female,Divorced,65315.73,Self-Employed,Medical
31946,Jennifer Guerra,39,Other,Single,63399.4,Salaried,Education
58472,Ryan Newton,62,Male,Divorced,51946.16,Salaried,Home
82336,Ashley Park,61,Male,Married,34566.45,Unemployed,Home
63264,John Duran,57,Other,Single,47050.65,Salaried,Personal
97420,Eric Thompson,26,Female,Single,20100.96,Unemployed,Home
67738,Leah Young,46,Female,Married,69509.84,Unemployed,Personal
11206,Bradley Brown,54,Female,Widowed,37743.31,Unemployed,Medical
32050,Marie Brown,26,Female,Widowed,41999.81,Self-Employed,Medical
87756,Benjamin Dixon,57,Other,Married,65879.29,Unemployed,Business
44580,Christopher Tucker,53,Other,Married,25780.6,Salaried,Personal
54655,Stephen Alvarez,42,Male,Divorced,32158.96,Retired,Medical
60106,Cheryl Robertson,41,Female,Single,54019.57,Self-Employed,Personal
72860,Veronica Wade,26,Female,Divorced,57805.71,Salaried,Home
11713,Briana Sawyer,26,Female,Married,48924.49,Unemployed,Business
25921,Christopher Galloway,24,Other,Divorced,49413.75,Unemployed,Education
48531,Miss Teresa Gonzalez,50,Female,Married,69025.67,Retired,Car
30018,Tracy Davis,31,Other,Divorced,59544.78,Salaried,Car
97260,Albert Lucero,50,Female,Divorced,57517.55,Self-Employed,Business
67444,Larry Kane,51,Female,Widowed,61634.7,Salaried,Personal
44576,Angela Wright,44,Male,Married,45491.15,Unemployed,Personal
16594,Barbara Parker,29,Female,Divorced,82597.48,Self-Employed,Personal
97378,Eric Zhang,23,Female,Single,15387.03,Unemployed,Education
34951,Jennifer Bradley,51,Male,Divorced,71868.82,Unemployed,Car
44860,Heather May,60,Other,Divorced,63531.61,Salaried,Business
50370,Caitlyn Mora,57,Other,Single,53724.32,Retired,Personal
93538,Veronica Fisher,56,Female,Married,51200.43,Unemployed,Medical
13824,Pedro Garcia,44,Other,Widowed,47666.7,Salaried,Home
72099,Erica Holland,51,Female,Widowed,66551.65,Self-Employed,Education
77976,Joseph Rasmussen,26,Male,Widowed,49402.03,Retired,Personal
68747,Kenneth White,22,Male,Single,39081.73,Unemployed,Car
73422,Daniel Davidson,40,Female,Divorced,63529.74,Unemployed,Home
41361,Robert Mckay,48,Male,Married,73771.49,Self-Employed,Business
57534,Kevin Blanchard,31,Male,Divorced,21092.46,Salaried,Personal
43017,Lauren Moses,24,Female,Widowed,85356.38,Unemployed,Car
32873,Mark Marshall,35,Female,Divorced,34449.03,Self-Employed,Home
25674,Julia Chan,26,Male,Single,35595.53,Unemployed,Medical
25501,Ms. Margaret Smith,50,Other,Single,31326.65,Salaried,Education
27414,Rhonda Payne,58,Other,Married,50012.74,Retired,Business
41184,James Patterson,22,Female,Married,30804.23,Salaried,Car
90426,Kyle Martinez,35,Female,Widowed,32626.1,Salaried,Medical
87324,Christina Butler,31,Other,Married,39671.75,Salaried,Education
32268,Kimberly Gonzalez,28,Male,Divorced,52076.84,Self-Employed,Education
37480,William Roberts,46,Other,Single,53522.8,Unemployed,Medical
20455,Kevin Fisher,64,Other,Single,68617.96,Retired,Car
64522,Michael Hall,25,Other,Single,68272.23,Self-Employed,Education
53046,Kelsey Weber,26,Other,Married,65369.17,Salaried,Business
66644,Jay Turner,46,Female,Single,46075.74,Retired,Home
48490,Linda Stone,24,Female,Single,22382.27,Salaried,Business
36094,Kristopher Hanson,39,Male,Single,22050.28,Salaried,Personal
91638,Seth Miller,40,Male,Widowed,65265.95,Salaried,Education
76985,Kelly Johnson,53,Male,Widowed,62656.32,Retired,Home
73074,Renee Rodriguez,40,Male,Married,40749.43,Unemployed,Medical
34730,Robert Petty,32,Other,Single,28388.96,Salaried,Home
21356,Maria Richard,21,Female,Married,34292.73,Unemployed,Home
70362,Ruben Jones,46,Female,Single,52620.41,Retired,Home
51080,Randall Franco,34,Male,Single,52648.41,Retired,Education
46670,Melissa Smith,58,Male,Single,65637.97,Salaried,Personal
26108,Jason Crawford,57,Other,Married,43244.68,Unemployed,Personal
43361,Jennifer Collins,31,Other,Married,46339.46,Unemployed,Car
39735,Noah Daugherty,56,Male,Single,66879.82,Salaried,Personal
87200,Miss Rachel Johnson,33,Female,Divorced,18123.58,Self-Employed,Education
95353,Jeanette Quinn,63,Female,Married,54761.79,Self-Employed,Car
54242,Jerry Morgan,23,Female,Widowed,44986.57,Retired,Medical
61143,Jeffrey Ruiz,53,Male,Married,60691.4,Retired,Medical
84103,Jason Wright,26,Female,Single,57689.1,Self-Employed,Medical
85226,Amanda Hines,30,Other,Divorced,39555.36,Self-Employed,Medical
75031,Jennifer Munoz,25,Other,Single,42389.98,Self-Employed,Medical
86392,Norma Anderson,43,Male,Widowed,15470.37,Salaried,Business
46081,David Sanders,30,Other,Married,61249.87,Salaried,Education
71590,Bethany Sanchez,64,Male,Married,53596.61,Salaried,Car
24384,Eric Davis,22,Female,Single,70977.69,Salaried,Medical
90814,Lisa Vasquez,33,Female,Single,44009,Salaried,Business
92226,Mrs. Angela Cook MD,60,Female,Widowed,63715.03,Salaried,Personal
33614,Todd Taylor,22,Other,Divorced,33951.11,Retired,Business
64009,Taylor Wiley,40,Male,Widowed,9428.15,Unemployed,Business
41317,Roy Williams,21,Female,Divorced,48582.29,Retired,Education
70692,Christopher Peterson,57,Male,Married,41499.77,Unemployed,Medical
74781,Marilyn Brown,29,Female,Divorced,34237.68,Retired,Business
37240,Jason Castro,37,Other,Divorced,63471.58,Retired,Business
16788,Amy Garrett,29,Other,Married,68123.7,Salaried,Medical
45786,Donna Duran,31,Male,Married,51581.32,Salaried,Education
55043,Marie White,35,Other,Married,47262.21,Unemployed,Business
64103,Brittany Ramos,44,Other,Widowed,50940.63,Unemployed,Car
13577,Jodi Wilson,58,Male,Married,40206.11,Salaried,Home
77197,Laura Gray,55,Female,Single,58438.94,Retired,Personal
25774,Ann Giles,50,Other,Married,26909.42,Unemployed,Home
48277,Ann Olson,51,Male,Married,33903.83,Self-Employed,Home
50984,Jennifer Garcia,25,Other,Married,38131.08,Self-Employed,Education
20993,Jon Cox,64,Other,Divorced,58120.33,Self-Employed,Business
43085,Mary Freeman,34,Other,Widowed,45462.65,Unemployed,Home
46047,Larry Harris,31,Other,Married,70405.86,Salaried,Home
99572,Christopher Fletcher,29,Male,Widowed,62049.65,Salaried,Personal
97839,James Sparks,54,Male,Single,37983.6,Salaried,Medical
79591,Danielle Wilson,32,Male,Single,59501.99,Unemployed,Business
56630,Colin Burns,55,Other,Married,43876.89,Unemployed,Business
20581,Sean Harrington,55,Other,Single,57097.71,Self-Employed,Personal
68136,Susan Wells,21,Other,Widowed,62776.58,Unemployed,Medical
65873,Sharon Johns,60,Male,Divorced,66720.72,Self-Employed,Business
52858,Richard Hall,42,Other,Married,53030.32,Self-Employed,Car
75873,Jerome Buck,49,Female,Single,74001.86,Salaried,Personal
48873,Ashley Johnson,28,Other,Widowed,56619.72,Unemployed,Education
33331,William Barton,31,Female,Widowed,52025.78,Salaried,Medical
97459,Patricia Flynn,61,Other,Single,45462.28,Salaried,Personal
66264,Douglas Mendoza,57,Male,Widowed,40530.36,Unemployed,Home
13953,Michelle Robertson,34,Other,Widowed,56298.26,Unemployed,Business
85418,Amy Daniels,50,Female,Married,51511.36,Retired,Car
38990,Diana Ewing,55,Female,Widowed,53912.38,Self-Employed,Car
16929,Michael Hernandez IV,41,Other,Single,57211.19,Retired,Education
18510,Eduardo Russell,57,Female,Married,53849.02,Self-Employed,Personal
58465,Rebecca Davis,25,Female,Single,80199.43,Self-Employed,Car
25182,Nicole Taylor,39,Male,Divorced,42080.53,Self-Employed,Personal
37819,Anne Hernandez,34,Other,Single,56484.4,Salaried,Business
16260,Rachel Evans,46,Other,Single,46584.6,Salaried,Business
14581,Brendan Kelly,24,Other,Married,13077.92,Unemployed,Car
12795,Steven Choi,45,Female,Widowed,47097.91,Self-Employed,Business
94001,Spencer Castillo,62,Other,Single,35952.54,Self-Employed,Personal
94077,Denise Craig,45,Other,Married,48997.66,Self-Employed,Business
90762,Melissa Carpenter,38,Male,Divorced,49603.96,Salaried,Home
79129,Anne Alexander,60,Male,Married,55780.37,Unemployed,Personal
70320,Kyle Clay,28,Male,Married,42047.31,Salaried,Medical
24868,Richard Edwards,59,Female,Widowed,43923.61,Retired,Business
85900,Lori Fisher,60,Other,Single,60510.4,Retired,Business
88526,Brad Herrera,34,Male,Divorced,37864.12,Retired,Personal
99843,Michael Jones,52,Male,Married,22423.21,Unemployed,Education
94291,Heather Hurst,58,Male,Single,52355.47,Retired,Medical
35887,Tammy Watts,53,Other,Single,66062.73,Unemployed,Medical
39548,Michael Johnson,43,Other,Married,60337.71,Salaried,Medical
46607,Luke Williams,35,Other,Single,52632.26,Salaried,Car
36293,Jason Cox,53,Female,Married,68759.68,Unemployed,Home
68564,Jean Bishop,45,Female,Married,66230.26,Salaried,Home
86745,Timothy Gilbert,37,Male,Married,45036.28,Salaried,Education
98927,Christopher Roberts,53,Other,Divorced,53712.83,Unemployed,Medical
64988,Rickey Casey,22,Male,Married,54356.9,Retired,Medical
70205,Rhonda Lambert,34,Other,Widowed,48698.74,Unemployed,Business
20064,Heather Williams,60,Other,Single,67013.71,Self-Employed,Personal
53839,Jessica Turner,60,Other,Divorced,47717.89,Salaried,Car
16885,Adam Smith,59,Female,Single,42495.82,Unemployed,Car
49311,Jack Rogers,26,Female,Divorced,11126.88,Salaried,Education
38392,Jasmin Myers,26,Other,Widowed,38025.44,Retired,Home
31309,Kyle Pennington,23,Male,Divorced,30268.73,Salaried,Medical
63733,Rebecca Warren,27,Other,Divorced,49394.06,Unemployed,Personal
34967,Kristen Castro,28,Other,Divorced,31194.66,Retired,Education
66186,Ronald Morgan,62,Male,Single,59130.27,Retired,Car
26658,Stephen Jenkins,35,Other,Married,66626.56,Retired,Car
37809,Mr. Kenneth Thomas,49,Male,Single,49532.65,Self-Employed,Car
39246,Tiffany Mora,53,Female,Married,35239.73,Unemployed,Medical
38825,Teresa Smith,50,Female,Single,54296.01,Unemployed,Medical
10673,Amanda Edwards,59,Male,Widowed,78402.13,Retired,Medical
22677,Amanda Ward,47,Female,Widowed,73737.21,Salaried,Business
17439,Jordan Lopez,56,Female,Divorced,28908.82,Retired,Home
59841,Mary Patton,49,Male,Widowed,28352.28,Self-Employed,Car
75842,Brandi Rich,58,Female,Divorced,24506.95,Retired,Car
46867,Amanda Bennett,53,Other,Married,32945.31,Unemployed,Business
27246,Laura Nelson,57,Other,Widowed,53773.89,Retired,Car
74828,Chase Mcdaniel,47,Male,Married,41649.59,Salaried,Car
55639,Jennifer Vaughan,53,Female,Single,37419.95,Unemployed,Medical
41958,Matthew Carey,24,Other,Married,65586.65,Salaried,Medical
11834,Brandon Sparks,42,Other,Single,57951.4,Retired,Home
69300,Jermaine Diaz,22,Female,Married,24429.46,Unemployed,Car
35292,Scott Stone,30,Female,Married,64725.87,Self-Employed,Education
12340,Nicholas Gregory,25,Other,Widowed,57590.52,Unemployed,Car
10444,Amy Logan,30,Other,Married,57923.95,Salaried,Car
51360,Kristen Rhodes,53,Male,Widowed,41442.89,Unemployed,Home
27779,Walter Lane,58,Male,Widowed,47190.44,Self-Employed,Education
18886,Whitney Ortega,33,Other,Divorced,20409.18,Self-Employed,Car
55109,Erik Evans,51,Male,Divorced,63004.8,Self-Employed,Personal
45577,Todd Carter,56,Other,Single,35016.09,Self-Employed,Personal
96931,Bradley Jackson II,44,Other,Married,36940.56,Salaried,Education
91973,Amy Clark,35,Male,Single,36737.88,Unemployed,Personal
20102,Jillian Bailey,49,Male,Married,77006.02,Retired,Medical
51888,Felicia Marquez,28,Female,Divorced,39969.44,Self-Employed,Medical
49962,Samuel Wright,25,Female,Divorced,64133.9,Retired,Education
38877,Elizabeth Brown,49,Female,Married,49640.12,Retired,Car
46252,Sean Clark,24,Other,Married,37563.35,Unemployed,Education
65397,Sylvia Kelly,32,Male,Divorced,34844,Retired,Personal
11497,Jenny Chavez,22,Other,Divorced,40567.16,Retired,Education
31646,Larry Wallace,47,Male,Single,48883.08,Salaried,Personal
43316,Gina Patterson,51,Other,Divorced,59026.06,Retired,Medical
52537,Evan Adkins,56,Female,Married,42935.12,Unemployed,Education
99631,Kristin Bryan,56,Female,Single,42373.82,Retired,Business
28614,Kevin Shepard,46,Female,Married,36782.67,Unemployed,Personal
61806,Anne Little,63,Other,Widowed,32089.37,Self-Employed,Business
96564,Raymond Lewis,47,Male,Single,30834.63,Retired,Medical
32943,Kenneth Savage,25,Male,Married,64820.43,Retired,Car
58640,Robert Wright,40,Female,Divorced,42067.41,Retired,Personal
81020,Jose Bowen,31,Female,Widowed,43395.86,Self-Employed,Car
68333,Roberto Welch,30,Female,Married,40000.81,Salaried,Medical
17676,Gregory Hardin,60,Female,Single,45247.16,Retired,Car
84812,Kevin Harris,58,Male,Married,55566.11,Unemployed,Personal
91572,Tina Mitchell,26,Other,Widowed,42696.79,Salaried,Home
64170,Louis Lawrence,28,Other,Single,52711.1,Salaried,Personal
19862,Renee Moore,43,Other,Widowed,71273.13,Salaried,Personal
93589,Sharon Spencer,46,Other,Married,37705.04,Retired,Business
31544,Haley Sullivan,63,Female,Divorced,43407.98,Self-Employed,Home
84343,Mary Mathis,32,Female,Divorced,59615.9,Self-Employed,Home
79049,Tyler Lambert,46,Female,Married,72459.44,Retired,Home
33690,Anthony Barker,33,Other,Married,31365.35,Unemployed,Personal
66593,Paul Roberts,60,Female,Married,24487.94,Unemployed,Medical
19228,Jeffrey Johnson,38,Female,Single,49990.9,Unemployed,Home
92542,James Vaughan,45,Male,Widowed,48441.85,Retired,Education
53471,Hannah Warren,53,Male,Widowed,60502.54,Self-Employed,Car
47688,William Johnson,60,Female,Widowed,58213.41,Retired,Medical
84924,Amy Douglas,63,Male,Married,49490.55,Self-Employed,Education
25486,David Wagner,32,Male,Widowed,65738.22,Salaried,Personal
74429,Annette Berry,64,Female,Married,39784.74,Retired,Personal
50150,Suzanne Taylor,56,Female,Single,53173.71,Self-Employed,Education
71149,David Woods,24,Female,Divorced,31764.39,Salaried,Business
12723,Bryan Russo,25,Female,Married,49368.08,Salaried,Business
86250,Steven Wong,57,Other,Married,28083.03,Retired,Education
65860,Donna Rhodes,28,Other,Divorced,33262.35,Self-Employed,Business
56585,Colleen Cooper,62,Female,Divorced,75641.78,Salaried,Car
72341,Sarah Benson,48,Male,Single,22631.94,Retired,Car
14561,Zachary Johnson,51,Female,Widowed,46750.22,Salaried,Personal
20041,James Olson,29,Female,Married,62408.23,Unemployed,Business
45599,Daniel Garza,49,Male,Widowed,83320.33,Retired,Home
28436,Melissa Wright,34,Other,Married,52656.13,Salaried,Education
75261,Jeffrey Jones,60,Female,Single,53513.3,Retired,Car
84242,Michele Richards,61,Female,Divorced,50595.28,Retired,Business
94532,Benjamin Green,42,Other,Single,65858.52,Self-Employed,Business
21162,Joseph Peters,31,Other,Divorced,56475.55,Self-Employed,Car
62987,Logan Jones,43,Male,Widowed,41373.68,Salaried,Car
46948,Dr. Patricia Richardson PhD,21,Other,Widowed,66732.68,Retired,Home
30098,Jennifer Lewis,57,Other,Single,43067.14,Retired,Business
82700,James Brown,41,Other,Divorced,26022.56,Unemployed,Business
38332,Donna Brown,46,Male,Single,26070.13,Retired,Medical
36413,Brandon Rodriguez,56,Other,Divorced,46983.98,Self-Employed,Personal
95702,Debbie Rodriguez,43,Other,Divorced,51545.62,Retired,Home
36049,Chad Jones DVM,21,Male,Widowed,64334.44,Self-Employed,Car
13453,Shannon Weaver,60,Other,Widowed,59612.25,Unemployed,Car
12424,Debbie Garza,35,Other,Divorced,51197.76,Salaried,Education
61737,Heather Wilcox,41,Male,Divorced,65172.66,Self-Employed,Personal
57720,Brian Smith,29,Female,Divorced,50191.07,Salaried,Car
89938,Chase Fuller,29,Male,Widowed,30642.71,Salaried,Business
43788,Kelly Fernandez,30,Other,Widowed,27373.22,Salaried,Car
71004,Ricardo Miller,46,Other,Married,69180.32,Salaried,Business
99752,Kimberly Brown,61,Other,Divorced,16321.55,Self-Employed,Business
69865,Carol Bond,55,Male,Married,46988.89,Unemployed,Home
86970,Elizabeth Smith,45,Other,Divorced,94726.9,Retired,Car
54656,Robin White,46,Other,Widowed,56888.5,Self-Employed,Home
81582,Debra Shields,31,Male,Married,46871.86,Unemployed,Personal
79962,Wyatt Reyes,58,Female,Married,24733.08,Retired,Business
53615,John Smith,22,Female,Single,74260.56,Salaried,Personal
26167,Randall Stewart,27,Other,Divorced,68207.42,Retired,Car
13487,Joseph Ponce,38,Male,Widowed,60271.95,Retired,Personal
91533,Steven Mcmahon,47,Other,Single,49991.6,Unemployed,Personal
44851,Savannah Hernandez,54,Male,Single,58580.18,Retired,Car
17935,Willie Mclaughlin,47,Male,Divorced,47770.68,Salaried,Home
99322,Donald Woods,37,Female,Single,35401.09,Self-Employed,Home
69018,James Wong,63,Female,Divorced,64345.02,Self-Employed,Business
17280,Gina Carey,64,Male,Single,49240.12,Unemployed,Business
62260,Stacy Hernandez,44,Other,Divorced,57829.16,Salaried,Car
79950,Richard Martinez,45,Female,Widowed,48183.15,Salaried,Car
81809,Melissa Randolph,27,Other,Divorced,56927.29,Retired,Medical
46449,Robert Hughes,26,Female,Divorced,49782.61,Unemployed,Medical
93881,Timothy Pierce,44,Female,Married,48611.75,Salaried,Education
85318,Kevin Woods,53,Other,Widowed,50449.84,Salaried,Business
38972,Stephen Cardenas,49,Female,Widowed,94413.05,Salaried,Personal
51312,Carrie Taylor,63,Female,Widowed,62036.1,Self-Employed,Education
69748,Thomas Pearson,42,Other,Single,88790.87,Self-Employed,Education
14081,Christopher Walters,46,Female,Married,49878.46,Self-Employed,Home
78020,Walter Hamilton,48,Female,Widowed,45364.13,Retired,Personal
43478,Maria White,41,Female,Single,33887.04,Retired,Home
25423,Carla Fernandez,27,Other,Single,74048.47,Retired,Medical
31031,Douglas Kelly,37,Male,Single,36422.23,Salaried,Education
11224,Tyrone Arias,40,Other,Married,77143.41,Self-Employed,Medical
69620,Ryan Yu,61,Male,Single,34757.18,Salaried,Personal
77080,Shirley Fox,40,Female,Married,63299.9,Salaried,Personal
42909,Mackenzie Holt,42,Male,Divorced,26134.89,Unemployed,Business
76620,Beverly Green,48,Other,Single,43370.66,Salaried,Car
85896,Jeffrey Bradley,60,Other,Widowed,50331.22,Retired,Home
